timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid,new_timestamp,trans_time,new_trans_time,seconds,arousal,valence,happy,angry,nervous,sad
1553844125741,6113,19080,5985,2561,3119,11072,164129,45045,1,32,1553844124740.0,1.001,333.321,5.0,3.667,3.333,2.0,1.0,1.667,1.0
1553844126750,28979,4572,25722,13485,16767,18426,16601,21999,1,32,1553844125741.0,1.009,334.33,5.0,3.667,3.333,2.0,1.0,1.667,1.0
1553844127730,16783,6177,17514,13042,12046,7582,664128,577902,1,32,1553844126750.0,0.98,335.31,5.0,3.667,3.333,2.0,1.0,1.667,1.0
1553844128732,11089,2642,17184,14290,4756,5634,9535,13846,1,32,1553844127730.0,1.002,336.312,5.0,3.667,3.333,2.0,1.0,1.667,1.0
1553844129693,1018,22349,14011,4193,1915,1906,29849,31183,1,32,1553844128732.0,0.961,337.273,5.0,3.667,3.333,2.0,1.0,1.667,1.0
1553844130699,27710,87077,18525,33174,38150,16754,69413,128348,1,32,1553844129693.0,1.006,338.279,5.0,3.667,3.333,2.0,1.0,1.667,1.0
1553844131712,6571,26376,4455,9087,3536,4718,293708,80162,1,32,1553844130699.0,1.013,339.292,10.0,3.667,3.333,2.0,1.0,1.667,1.0
1553844132686,25802,8919,18702,39418,13025,19387,185588,20914,1,32,1553844131712.0,0.974,340.266,10.0,3.667,3.333,2.0,1.0,1.667,1.0
1553844133699,12030,818,8944,35488,4692,8265,315859,59347,1,32,1553844132686.0,1.013,341.279,10.0,3.667,3.333,2.0,1.0,1.667,1.0
1553844134683,14570,8865,9277,14037,10846,10957,5560,7761,1,32,1553844133699.0,0.984,342.263,10.0,3.667,3.333,2.0,1.0,1.667,1.0
1553844135693,1271,5052,1750,2061,617,1584,20903,26298,1,32,1553844134683.0,1.01,343.273,10.0,3.667,3.333,2.0,1.0,1.667,1.0
1553844136682,7306,10807,30415,31817,14104,11095,18378,25339,1,32,1553844135693.0,0.989,344.262,10.0,3.667,3.333,2.0,1.0,1.667,1.0
1553844137670,3228,3216,1229,2221,654,990,42591,7352,1,32,1553844136682.0,0.988,345.25,15.0,4.0,4.0,2.0,1.0,1.333,1.0
