timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid,new_timestamp,trans_time,new_trans_time,seconds,arousal,valence,happy,angry,nervous,sad
1.55212E+12,13016,71225,21126,33825,11871,24417,1452500,288105,1,20,1.55212E+12,1.011,884.512,5,2,2.667,1,1,1,1
1.55212E+12,84159,112427,81888,81187,19146,83567,2353483,343928,1,20,1.55212E+12,1.013,885.525,5,2,2.667,1,1,1,1
1.55212E+12,10586,12646,5725,11926,7311,7142,42511,38221,1,20,1.55212E+12,0.984,886.509,5,2,2.667,1,1,1,1
1.55212E+12,8071,7940,9699,16343,5457,11933,508259,31167,1,20,1.55212E+12,0.99,887.499,5,2,2.667,1,1,1,1
1.55212E+12,23064,35624,7935,14934,2621,6741,134745,33492,1,20,1.55212E+12,1.008,888.507,5,2,2.667,1,1,1,1
1.55212E+12,64675,92388,22662,42830,9622,18543,740915,116985,1,20,1.55212E+12,0.982,889.489,5,2,2.667,1,1,1,1
1.55212E+12,22195,148588,68812,36545,14820,14739,709654,91235,1,20,1.55212E+12,1.004,890.493,10,2,2.667,1,1,1,1
1.55212E+12,40370,26048,9961,19011,4886,5486,584018,211209,1,20,1.55212E+12,0.998,891.491,10,2,2.667,1,1,1,1
1.55212E+12,561164,163037,134781,198735,59752,114858,2753259,1115190,1,20,1.55212E+12,0.97,892.461,10,2,2.667,1,1,1,1
1.55212E+12,247537,214891,69105,71797,43499,175864,1762910,332724,1,20,1.55212E+12,1.001,893.462,10,2,2.667,1,1,1,1
1.55212E+12,34051,139078,166535,98987,55310,71728,560522,794572,1,20,1.55212E+12,0.99,894.452,10,2,2.667,1,1,1,1
1.55212E+12,86917,68895,106839,191660,28145,49702,563934,576756,1,20,1.55212E+12,1.006,895.458,10,2,2.667,1,1,1,1
1.55212E+12,16759,33211,43599,76468,9600,10414,432047,51698,1,20,1.55212E+12,0.988,896.446,15,2.333,2.667,1,1,1,1
1.55212E+12,44134,17383,78072,73228,49017,55510,36021,195421,1,20,1.55212E+12,0.982,897.428,15,2.333,2.667,1,1,1,1
1.55212E+12,29366,5194,22043,33241,10760,25255,840324,39901,1,20,1.55212E+12,1.003,898.431,15,2.333,2.667,1,1,1,1
1.55212E+12,144325,96438,54608,69527,7959,22777,1017915,717402,1,20,1.55212E+12,1.016,899.447,15,2.333,2.667,1,1,1,1
1.55212E+12,4481,48477,13498,20058,3797,9765,753098,67219,1,20,1.55212E+12,0.965,900.412,15,2.333,2.667,1,1,1,1
1.55212E+12,23775,131342,32627,16967,7447,7813,1018912,346848,1,20,1.55212E+12,1.012,901.424,15,2.333,2.667,1,1,1,1
1.55212E+12,258395,242399,79588,55231,79906,88800,550702,210153,1,20,1.55212E+12,1.009,902.433,20,2.333,2.667,1,1,1,1
1.55212E+12,143372,250442,96491,140457,34246,85376,641093,544366,1,20,1.55212E+12,0.971,903.404,20,2.333,2.667,1,1,1,1
1.55212E+12,68454,389407,104784,80318,16150,28790,1264131,642720,1,20,1.55212E+12,1.018,904.422,20,2.333,2.667,1,1,1,1
1.55212E+12,19525,32922,10160,5170,2894,3716,350310,133546,1,20,1.55212E+12,0.977,905.399,20,2.333,2.667,1,1,1,1
1.55212E+12,14141,8529,15265,8738,3075,3651,1029786,26089,1,20,1.55212E+12,1.023,906.422,20,2.333,2.667,1,1,1,1
1.55212E+12,33687,18637,31986,34632,5033,9693,372007,328868,1,20,1.55212E+12,0.986,907.408,20,2.333,2.667,1,1,1,1
1.55212E+12,46802,29129,44936,27626,11000,25928,166466,186404,1,20,1.55212E+12,0.993,908.401,25,2,2.667,1,1,1,1
1.55212E+12,79687,196441,103948,82286,10645,59709,537054,565640,1,20,1.55212E+12,0.976,909.377,25,2,2.667,1,1,1,1
1.55212E+12,63981,31217,11178,14320,5876,9968,1286328,101160,1,20,1.55212E+12,1.01,910.387,25,2,2.667,1,1,1,1
1.55212E+12,93891,92979,59484,56512,15328,18520,837501,536098,1,20,1.55212E+12,1.003,911.39,25,2,2.667,1,1,1,1
1.55212E+12,141509,117436,37671,6793,19748,35966,656013,232062,1,20,1.55212E+12,0.975,912.365,25,2,2.667,1,1,1,1
1.55212E+12,9492,36965,14595,11527,5068,16484,465599,58014,1,20,1.55212E+12,0.992,913.357,25,2,2.667,1,1,1,1
1.55212E+12,63715,291142,170109,198203,23781,35690,1714271,342578,1,20,1.55212E+12,0.985,914.342,30,2.333,2.667,1,1,1,1
1.55212E+12,2101,7423,1258,1586,214,719,48336,14695,1,20,1.55212E+12,1.018,915.36,30,2.333,2.667,1,1,1,1
1.55212E+12,64339,142727,27720,47404,25871,20570,1295637,170187,1,20,1.55212E+12,1,916.36,30,2.333,2.667,1,1,1,1
1.55212E+12,33937,112282,45826,44276,10697,26415,641067,158099,1,20,1.55212E+12,0.981,917.341,30,2.333,2.667,1,1,1,1
1.55212E+12,17512,14059,12642,11918,2284,2859,165734,135779,1,20,1.55212E+12,1.004,918.345,30,2.333,2.667,1,1,1,1
1.55212E+12,43075,30515,31943,5314,2845,6465,715123,113716,1,20,1.55212E+12,1.032,919.377,30,2.333,2.667,1,1,1,1
1.55212E+12,21293,134941,36312,19754,5913,16801,2718311,33497,1,20,1.55212E+12,0.935,920.312,35,2,2.667,1,1,1,1
1.55212E+12,77208,20338,15132,48645,3408,13211,690046,436460,1,20,1.55212E+12,1.013,921.325,35,2,2.667,1,1,1,1
1.55212E+12,56981,39847,9617,26558,4469,7092,766451,337143,1,20,1.55212E+12,1.011,922.336,35,2,2.667,1,1,1,1
1.55212E+12,17175,7772,9853,3862,1103,1625,153268,86853,1,20,1.55212E+12,0.98,923.316,35,2,2.667,1,1,1,1
1.55212E+12,37977,10895,3101,6623,2260,5802,343532,36598,1,20,1.55212E+12,1.001,924.317,35,2,2.667,1,1,1,1
1.55212E+12,23567,78011,19392,40503,7793,23895,595135,198006,1,20,1.55212E+12,1.002,925.319,35,2,2.667,1,1,1,1
1.55212E+12,8055,16503,12146,14684,3092,1976,689609,36844,1,20,1.55212E+12,1.034,926.353,40,2,2.667,1,1,1,1
1.55212E+12,24688,78582,17281,38286,2878,1090,659735,74340,1,20,1.55212E+12,0.951,927.304,40,2,2.667,1,1,1,1
1.55212E+12,7799,24890,21258,4624,5556,7888,198822,74717,1,20,1.55212E+12,1.001,928.305,40,2,2.667,1,1,1,1
1.55212E+12,10167,10790,18078,23549,5724,15199,1055013,55121,1,20,1.55212E+12,0.962,929.267,40,2,2.667,1,1,1,1
1.55212E+12,3064,1900,5031,14944,1648,1970,668942,65994,1,20,1.55212E+12,1.014,930.281,40,2,2.667,1,1,1,1
1.55212E+12,24943,140888,21320,38135,7074,21441,184027,519834,1,20,1.55212E+12,0.993,931.274,40,2,2.667,1,1,1,1
1.55212E+12,46091,55893,16544,22069,6709,11259,1470994,162290,1,20,1.55212E+12,0.993,932.267,45,2,2.667,1,1,1,1
1.55212E+12,16867,20452,10248,12801,2743,7352,680730,38352,1,20,1.55212E+12,0.994,933.261,45,2,2.667,1,1,1,1
1.55212E+12,256596,8141,115955,34402,7642,25814,894588,440236,1,20,1.55212E+12,0.993,934.254,45,2,2.667,1,1,1,1
1.55212E+12,8866,14367,23793,20256,2017,4820,791984,56455,1,20,1.55212E+12,0.994,935.248,45,2,2.667,1,1,1,1
