timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid,new_timestamp,trans_time,new_trans_time,seconds,arousal,valence,happy,angry,nervous,sad
1548224621222,13143,1628,5194,7128,2651,2599,8134,8089,1,8,1548224620234.0,0.988,667.359,5.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224622220,6634,1278,6775,5746,2332,3864,12769,7618,1,8,1548224621222.0,0.998,668.357,5.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224623207,17421,10927,3738,15344,1720,2313,616430,29530,1,8,1548224622220.0,0.987,669.344,5.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224624229,18575,24071,22020,42479,8054,14367,289831,175148,1,8,1548224623207.0,1.022,670.366,5.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224625217,1212,3178,1219,2384,295,760,147147,27949,1,8,1548224624229.0,0.988,671.354,5.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224626199,23155,3764,15890,9023,13523,11471,56613,26206,1,8,1548224625217.0,0.982,672.336,5.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224627206,14083,26321,1792,8033,1354,2125,94878,181505,1,8,1548224626199.0,1.007,673.343,10.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224628188,4052,3378,1284,836,1468,1176,18077,13679,1,8,1548224627206.0,0.982,674.325,10.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224629201,33325,24860,8032,14072,6307,10092,120359,28313,1,8,1548224628188.0,1.013,675.338,10.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224630188,21638,4263,13707,28062,9491,16714,572051,184509,1,8,1548224629201.0,0.987,676.325,10.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224631171,7745,7728,13722,10039,5861,8193,21987,31636,1,8,1548224630188.0,0.983,677.308,10.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224632192,6171,24795,12509,11266,9475,9250,508823,163256,1,8,1548224631171.0,1.021,678.329,10.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224633174,28587,30351,15968,8709,7350,9729,1570220,381962,1,8,1548224632192.0,0.982,679.311,15.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224634164,28676,18403,9418,2850,5281,8936,427102,49140,1,8,1548224633174.0,0.99,680.301,15.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224635163,4071,21481,2478,7360,4304,1292,60323,52741,1,8,1548224634164.0,0.999,681.3,15.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224636186,16532,19829,8802,20234,3674,3220,774245,91302,1,8,1548224635163.0,1.023,682.323,15.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224637153,2214,15141,5937,4596,1465,2381,257783,39361,1,8,1548224636186.0,0.967,683.29,15.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224638169,13116,12850,5546,10572,4253,4369,1143829,52045,1,8,1548224637153.0,1.016,684.306,15.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224639144,12745,821,8495,7128,4885,8836,24169,33483,1,8,1548224638169.0,0.975,685.281,20.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224640154,10942,5267,4241,5773,1916,3548,270116,45496,1,8,1548224639144.0,1.01,686.291,20.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224641147,4939,7994,1541,1614,733,781,33909,19644,1,8,1548224640154.0,0.993,687.284,20.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224642133,9652,24199,33325,20575,5882,6527,1672808,108949,1,8,1548224641147.0,0.986,688.27,20.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224643129,6279,1112,12837,10949,2965,2312,259624,40065,1,8,1548224642133.0,0.996,689.266,20.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224644129,9452,13009,14031,13914,13637,10526,64318,27225,1,8,1548224643129.0,1.0,690.266,20.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224645133,6843,5233,3504,3849,3413,3903,76346,69235,1,8,1548224644129.0,1.004,691.27,25.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224646117,13170,16463,6144,8140,1719,2171,558023,21288,1,8,1548224645133.0,0.984,692.254,25.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224647121,7233,12953,16125,9884,8707,10022,20805,25899,1,8,1548224646117.0,1.004,693.258,25.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224648103,9339,12944,8864,9171,3418,4981,157067,192363,1,8,1548224647121.0,0.982,694.24,25.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224649123,3644,5221,3023,1883,1273,1291,31522,10810,1,8,1548224648103.0,1.02,695.26,25.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224650106,10403,21618,18141,2649,8255,4066,12016,14224,1,8,1548224649123.0,0.983,696.243,25.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224651093,1218,5160,2537,4452,4917,5013,65520,27326,1,8,1548224650106.0,0.987,697.23,30.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224652096,3516,7741,1757,2227,1030,920,402154,28176,1,8,1548224651093.0,1.003,698.233,30.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224653112,2276,3654,3475,5141,2222,1404,92253,9311,1,8,1548224652096.0,1.016,699.249,30.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224654080,1770,6254,1905,4993,1353,1110,99649,46943,1,8,1548224653112.0,0.968,700.217,30.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224655086,31054,113394,25150,33971,11020,15469,2020222,285280,1,8,1548224654080.0,1.006,701.223,30.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224656085,7691,6311,8269,3178,5557,5969,805533,112036,1,8,1548224655086.0,0.999,702.222,30.0,3.0,3.0,1.667,1.0,1.667,1.0
1548224657093,4849,9562,11026,8530,4208,6826,196131,34568,1,8,1548224656085.0,1.008,703.23,35.0,3.333,2.667,1.333,1.333,1.667,1.333
1548224658090,77655,48223,75472,56387,7708,24570,956223,176677,1,8,1548224657093.0,0.997,704.227,35.0,3.333,2.667,1.333,1.333,1.667,1.333
1548224659072,20354,90039,23902,18469,16629,7024,1986619,148892,1,8,1548224658090.0,0.982,705.209,35.0,3.333,2.667,1.333,1.333,1.667,1.333
1548224660081,17858,11088,26272,17833,14797,12938,80422,14836,1,8,1548224659072.0,1.009,706.218,35.0,3.333,2.667,1.333,1.333,1.667,1.333
1548224661060,7147,44461,34057,6150,18114,17386,465174,53726,1,8,1548224660081.0,0.979,707.197,35.0,3.333,2.667,1.333,1.333,1.667,1.333
1548224662046,74221,55202,44339,47206,22004,29103,672616,562106,1,8,1548224661060.0,0.986,708.183,35.0,3.333,2.667,1.333,1.333,1.667,1.333
1548224663065,3652,948,807,2065,514,519,245356,25820,1,8,1548224662046.0,1.019,709.202,40.0,3.0,2.667,1.333,1.333,1.667,1.333
1548224664071,26530,7304,14556,12489,6926,7788,311640,76664,1,8,1548224663065.0,1.006,710.208,40.0,3.0,2.667,1.333,1.333,1.667,1.333
1548224665035,6692,6674,4177,11662,3577,3632,612861,314473,1,8,1548224664071.0,0.964,711.172,40.0,3.0,2.667,1.333,1.333,1.667,1.333
1548224666054,5268,7126,4423,4243,4872,3419,599465,35551,1,8,1548224665035.0,1.019,712.191,40.0,3.0,2.667,1.333,1.333,1.667,1.333
1548224667056,25710,16448,20481,28429,23473,24888,201120,62431,1,8,1548224666054.0,1.002,713.193,40.0,3.0,2.667,1.333,1.333,1.667,1.333
1548224668026,6740,21350,5755,4595,5024,7471,393557,65738,1,8,1548224667056.0,0.97,714.163,40.0,3.0,2.667,1.333,1.333,1.667,1.333
1548224669037,4376,9387,2185,7008,3470,3318,138425,16851,1,8,1548224668026.0,1.011,715.174,45.0,3.0,2.667,1.333,1.333,1.667,1.333
1548224670046,25384,28038,3369,10852,4727,3941,172422,275111,1,8,1548224669037.0,1.009,716.183,45.0,3.0,2.667,1.333,1.333,1.667,1.333
1548224671013,7929,4139,3149,7910,1466,2503,645482,25343,1,8,1548224670046.0,0.967,717.15,45.0,3.0,2.667,1.333,1.333,1.667,1.333
1548224672033,7703,7288,7554,5828,1830,1954,277736,105984,1,8,1548224671013.0,1.02,718.17,45.0,3.0,2.667,1.333,1.333,1.667,1.333
1548224673023,1304,160,404,1336,220,389,65328,5275,1,8,1548224672033.0,0.99,719.16,45.0,3.0,2.667,1.333,1.333,1.667,1.333
1548224674008,19977,32370,17662,50634,16301,21096,992879,122187,1,8,1548224673023.0,0.985,720.145,45.0,3.0,2.667,1.333,1.333,1.667,1.333
1548224675021,5911,2981,2183,2712,1781,828,168250,22360,1,8,1548224674008.0,1.013,721.158,50.0,2.667,3.0,1.667,1.0,1.333,1.0
1548224676007,27347,29262,11972,9277,9023,10380,1070683,113225,1,8,1548224675021.0,0.986,722.144,50.0,2.667,3.0,1.667,1.0,1.333,1.0
1548224677052,50467,59570,51605,68601,48473,37484,1636175,160993,1,8,1548224676007.0,1.045,723.189,50.0,2.667,3.0,1.667,1.0,1.333,1.0
1548224678004,15596,13720,9295,17208,3020,5037,415144,261733,1,8,1548224677052.0,0.952,724.141,50.0,2.667,3.0,1.667,1.0,1.333,1.0
1548224678976,6248,5420,2328,3765,2070,5807,158591,58374,1,8,1548224678004.0,0.972,725.113,50.0,2.667,3.0,1.667,1.0,1.333,1.0
1548224679997,7308,11387,4712,4584,4807,3230,77807,19431,1,8,1548224678976.0,1.021,726.134,50.0,2.667,3.0,1.667,1.0,1.333,1.0
1548224680983,13856,9550,22212,16114,8000,22714,43066,36125,1,8,1548224679997.0,0.986,727.12,55.0,2.667,3.0,1.667,1.0,1.333,1.0
1548224681983,4800,1246,4394,4059,1619,2918,27607,48050,1,8,1548224680983.0,1.0,728.12,55.0,2.667,3.0,1.667,1.0,1.333,1.0
