timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid,new_timestamp,trans_time,new_trans_time,seconds,arousal,valence,happy,angry,nervous,sad
1552030167628,4837,1343,908,1122,547,441,148013,7408,1,18,1552030166738.0,0.89,411.392,5.0,1.667,2.667,1.0,1.0,1.333,1.0
1552030168606,10177,5866,12607,6299,6843,3073,21946,17185,1,18,1552030167628.0,0.978,412.37,5.0,1.667,2.667,1.0,1.0,1.333,1.0
1552030169622,3373,15609,5371,5654,4524,7640,53429,38226,1,18,1552030168606.0,1.016,413.386,5.0,1.667,2.667,1.0,1.0,1.333,1.0
1552030170596,20481,23557,24511,12835,5844,7182,507148,111771,1,18,1552030169622.0,0.974,414.36,5.0,1.667,2.667,1.0,1.0,1.333,1.0
1552030171615,3053,2333,9147,4395,1444,1448,51831,18684,1,18,1552030170596.0,1.019,415.379,5.0,1.667,2.667,1.0,1.0,1.333,1.0
1552030172584,1547,1161,2260,3266,1114,1478,249526,39484,1,18,1552030171615.0,0.969,416.348,5.0,1.667,2.667,1.0,1.0,1.333,1.0
1552030173588,13326,3362,23674,8216,8128,7035,119033,90306,1,18,1552030172584.0,1.004,417.352,10.0,1.667,2.667,1.0,1.0,1.333,1.0
1552030174673,28307,145839,32532,89042,10286,18990,1354168,287734,1,18,1552030173588.0,1.085,418.437,10.0,1.667,2.667,1.0,1.0,1.333,1.0
1552030175577,1177,1627,2504,1197,334,2420,64420,29212,1,18,1552030174673.0,0.904,419.341,10.0,1.667,2.667,1.0,1.0,1.333,1.0
1552030176590,7343,15606,4996,8098,2614,7082,260362,71354,1,18,1552030175577.0,1.013,420.354,10.0,1.667,2.667,1.0,1.0,1.333,1.0
1552030177563,1635,11862,4182,2370,3061,1701,40687,27594,1,18,1552030176590.0,0.973,421.327,10.0,1.667,2.667,1.0,1.0,1.333,1.0
1552030178573,3747,19889,6887,1932,1768,5480,135094,16875,1,18,1552030177563.0,1.01,422.337,10.0,1.667,2.667,1.0,1.0,1.333,1.0
1552030179558,13448,28077,14617,18013,6605,18541,154387,270397,1,18,1552030178573.0,0.985,423.322,15.0,1.667,2.333,1.0,1.0,1.667,1.0
1552030180550,11374,16177,5877,4912,6166,3460,1132912,71440,1,18,1552030179558.0,0.992,424.314,15.0,1.667,2.333,1.0,1.0,1.667,1.0
1552030181560,10017,6269,4070,3210,2608,4814,136644,21401,1,18,1552030180550.0,1.01,425.324,15.0,1.667,2.333,1.0,1.0,1.667,1.0
1552030182782,2636,1460,3077,2121,2637,2280,5977,7903,1,18,1552030181560.0,1.222,426.546,15.0,1.667,2.333,1.0,1.0,1.667,1.0
1552030183538,16222,6524,12086,10511,5406,17606,34908,90672,1,18,1552030182782.0,0.756,427.302,15.0,1.667,2.333,1.0,1.0,1.667,1.0
1552030184548,5440,2562,6228,4330,3781,4062,158130,43178,1,18,1552030183538.0,1.01,428.312,15.0,1.667,2.333,1.0,1.0,1.667,1.0
1552030185530,2154,1514,1899,1928,248,392,107903,11363,1,18,1552030184548.0,0.982,429.294,20.0,2.333,3.0,1.0,1.0,1.333,1.0
1552030186532,13723,13375,9984,9023,2347,5970,74410,43874,1,18,1552030185530.0,1.002,430.296,20.0,2.333,3.0,1.0,1.0,1.333,1.0
1552030187562,1886,1554,1663,2205,499,985,76869,11542,1,18,1552030186532.0,1.03,431.326,20.0,2.333,3.0,1.0,1.0,1.333,1.0
