timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid,new_timestamp,trans_time,new_trans_time,seconds,arousal,valence,happy,angry,nervous,sad
1549935390024,1062,7332,10604,4734,2837,5913,19781,18102,1,15,1549935389012.0,1.012,421.349,5.0,2.667,3.333,2.333,1.0,2.0,1.0
1549935391027,5865,7730,4503,3929,4420,4068,24434,23381,1,15,1549935390024.0,1.003,422.352,5.0,2.667,3.333,2.333,1.0,2.0,1.0
1549935392002,11246,59848,14271,25960,20491,16597,147177,48226,1,15,1549935391027.0,0.975,423.327,5.0,2.667,3.333,2.333,1.0,2.0,1.0
1549935392995,41102,42785,9657,16779,16137,22807,851523,199187,1,15,1549935392002.0,0.993,424.32,5.0,2.667,3.333,2.333,1.0,2.0,1.0
1549935394016,6871,10251,5108,6027,4809,5723,157666,63675,1,15,1549935392995.0,1.021,425.341,5.0,2.667,3.333,2.333,1.0,2.0,1.0
1549935394981,22678,8595,16463,36470,34280,12501,901878,285022,1,15,1549935394016.0,0.965,426.306,5.0,2.667,3.333,2.333,1.0,2.0,1.0
1549935395990,10672,30383,10225,6844,12321,9351,918837,79410,1,15,1549935394981.0,1.009,427.315,10.0,2.667,3.667,2.333,1.0,2.0,1.0
1549935397002,9019,7156,16713,67114,30082,24986,715691,143843,1,15,1549935395990.0,1.012,428.327,10.0,2.667,3.667,2.333,1.0,2.0,1.0
1549935397990,17635,28666,61254,22800,14505,27986,290954,140296,1,15,1549935397002.0,0.988,429.315,10.0,2.667,3.667,2.333,1.0,2.0,1.0
1549935398972,87634,65507,30069,15712,16091,26040,1036039,133490,1,15,1549935397990.0,0.982,430.297,10.0,2.667,3.667,2.333,1.0,2.0,1.0
1549935399993,17256,59983,29025,19755,27851,40848,498408,132493,1,15,1549935398972.0,1.021,431.318,10.0,2.667,3.667,2.333,1.0,2.0,1.0
1549935400966,9491,17737,16353,7441,9291,11443,826484,93810,1,15,1549935399993.0,0.973,432.291,10.0,2.667,3.667,2.333,1.0,2.0,1.0
1549935401970,83631,53536,20591,49591,30599,86725,1359168,376071,1,15,1549935400966.0,1.004,433.295,15.0,3.0,3.667,2.333,1.0,2.0,1.0
1549935402980,40159,56192,33944,16834,21250,32850,623375,467023,1,15,1549935401970.0,1.01,434.305,15.0,3.0,3.667,2.333,1.0,2.0,1.0
1549935403949,28864,24819,14765,10896,10178,7242,937659,146956,1,15,1549935402980.0,0.969,435.274,15.0,3.0,3.667,2.333,1.0,2.0,1.0
1549935404953,7941,15208,6826,9625,6621,6597,1677253,56693,1,15,1549935403949.0,1.004,436.278,15.0,3.0,3.667,2.333,1.0,2.0,1.0
1549935405959,1846,8454,3989,3080,1999,5444,12959,6009,1,15,1549935404953.0,1.006,437.284,15.0,3.0,3.667,2.333,1.0,2.0,1.0
1549935406936,161823,312981,123547,95410,25580,100893,359140,457516,1,15,1549935405959.0,0.977,438.261,15.0,3.0,3.667,2.333,1.0,2.0,1.0
1549935407941,37618,189954,85730,11228,9572,14368,1486498,93988,1,15,1549935406936.0,1.005,439.266,20.0,2.667,3.333,2.333,1.0,2.0,1.0
1549935408926,72725,131080,22219,27024,11503,19078,630102,572843,1,15,1549935407941.0,0.985,440.251,20.0,2.667,3.333,2.333,1.0,2.0,1.0
1549935409926,5207,4077,8879,8692,1552,6017,373173,49198,1,15,1549935408926.0,1.0,441.251,20.0,2.667,3.333,2.333,1.0,2.0,1.0
1549935410928,27715,8474,51853,42032,44182,24603,344522,319196,1,15,1549935409926.0,1.002,442.253,20.0,2.667,3.333,2.333,1.0,2.0,1.0
1549935411915,3289,5834,7065,6521,3979,6175,79876,29365,1,15,1549935410928.0,0.987,443.24,20.0,2.667,3.333,2.333,1.0,2.0,1.0
1549935412934,17526,6531,9748,12292,7890,4870,2043947,258312,1,15,1549935411915.0,1.019,444.259,20.0,2.667,3.333,2.333,1.0,2.0,1.0
1549935413936,18002,169017,45047,43099,23681,13559,624324,311727,1,15,1549935412934.0,1.002,445.261,25.0,2.333,3.0,2.333,1.0,2.0,1.0
1549935414919,3322,3590,19697,6810,6365,6887,361888,60449,1,15,1549935413936.0,0.983,446.244,25.0,2.333,3.0,2.333,1.0,2.0,1.0
1549935415916,93110,9344,15293,35525,20922,16881,1830775,73605,1,15,1549935414919.0,0.997,447.241,25.0,2.333,3.0,2.333,1.0,2.0,1.0
1549935416931,7342,25482,10861,4322,6091,11460,994704,47643,1,15,1549935415916.0,1.015,448.256,25.0,2.333,3.0,2.333,1.0,2.0,1.0
1549935417909,47211,57122,14060,6076,7538,20923,703006,153550,1,15,1549935416931.0,0.978,449.234,25.0,2.333,3.0,2.333,1.0,2.0,1.0
1549935418913,90974,96343,32920,51780,28161,23713,1739863,114367,1,15,1549935417909.0,1.004,450.238,25.0,2.333,3.0,2.333,1.0,2.0,1.0
1549935419899,3600,6159,5122,1812,5037,4525,60393,134351,1,15,1549935418913.0,0.986,451.224,30.0,2.333,3.0,2.333,1.0,2.0,1.0
1549935420939,14737,14790,43937,25486,17777,21525,208314,133217,1,15,1549935419899.0,1.04,452.264,30.0,2.333,3.0,2.333,1.0,2.0,1.0
1549935421901,13294,30690,21945,7651,18718,19859,1544850,125781,1,15,1549935420939.0,0.962,453.226,30.0,2.333,3.0,2.333,1.0,2.0,1.0
1549935422897,578081,673632,152324,78172,40037,27107,1396236,281522,1,15,1549935421901.0,0.996,454.222,30.0,2.333,3.0,2.333,1.0,2.0,1.0
1549935423873,7665,7617,1918,723,2901,2001,139380,17937,1,15,1549935422897.0,0.976,455.198,30.0,2.333,3.0,2.333,1.0,2.0,1.0
1549935424873,84257,207065,92432,114241,28751,13542,1819384,610822,1,15,1549935423873.0,1.0,456.198,30.0,2.333,3.0,2.333,1.0,2.0,1.0
1549935425855,26400,62550,9276,16057,4181,8215,1466709,95043,1,15,1549935424873.0,0.982,457.18,35.0,2.333,3.0,2.333,1.0,1.667,1.0
1549935426879,34423,20613,8747,30469,12945,11922,195927,80546,1,15,1549935425855.0,1.024,458.204,35.0,2.333,3.0,2.333,1.0,1.667,1.0
1549935427876,24633,76736,23587,50949,17850,12559,407719,347272,1,15,1549935426879.0,0.997,459.201,35.0,2.333,3.0,2.333,1.0,1.667,1.0
1549935428846,32087,98881,18434,28418,33842,15432,1973567,398060,1,15,1549935427876.0,0.97,460.171,35.0,2.333,3.0,2.333,1.0,1.667,1.0
1549935429866,15218,70443,15085,88219,23406,18776,543871,126045,1,15,1549935428846.0,1.02,461.191,35.0,2.333,3.0,2.333,1.0,1.667,1.0
1549935430850,10732,10122,6122,8529,2022,5616,317803,47277,1,15,1549935429866.0,0.984,462.175,35.0,2.333,3.0,2.333,1.0,1.667,1.0
1549935431832,27568,44654,55480,9027,22149,12709,483967,59334,1,15,1549935430850.0,0.982,463.157,40.0,2.333,3.0,2.333,1.0,1.667,1.0
1549935432835,5332,492,6220,4521,3785,5732,59592,23631,1,15,1549935431832.0,1.003,464.16,40.0,2.333,3.0,2.333,1.0,1.667,1.0
1549935433839,2617,6396,2944,2313,1771,4456,136920,37796,1,15,1549935432835.0,1.004,465.164,40.0,2.333,3.0,2.333,1.0,1.667,1.0
1549935434839,4820,5495,860,3458,2637,2394,89314,46838,1,15,1549935433839.0,1.0,466.164,40.0,2.333,3.0,2.333,1.0,1.667,1.0
1549935435825,2853,2348,2569,3469,1131,1191,750287,46152,1,15,1549935434839.0,0.986,467.15,40.0,2.333,3.0,2.333,1.0,1.667,1.0
1549935436836,144758,25247,47703,111435,26010,35741,3335633,117526,1,15,1549935435825.0,1.011,468.161,40.0,2.333,3.0,2.333,1.0,1.667,1.0
1549935437813,7490,32407,15915,36974,5578,12616,1122798,96632,1,15,1549935436836.0,0.977,469.138,45.0,2.0,3.0,2.333,1.0,1.667,1.0
1549935438813,4057,701,7586,10147,3286,4288,753015,66392,1,15,1549935437813.0,1.0,470.138,45.0,2.0,3.0,2.333,1.0,1.667,1.0
1549935439836,16056,34284,19978,12986,7225,10942,395411,105075,1,15,1549935438813.0,1.023,471.161,45.0,2.0,3.0,2.333,1.0,1.667,1.0
1549935440800,2154,28298,6319,6349,2851,6966,1999415,77693,1,15,1549935439836.0,0.964,472.125,45.0,2.0,3.0,2.333,1.0,1.667,1.0
1549935441807,45452,51267,13174,23565,4594,9126,428496,286924,1,15,1549935440800.0,1.007,473.132,45.0,2.0,3.0,2.333,1.0,1.667,1.0
1549935442808,4395,7082,5937,9851,1933,3589,58277,38163,1,15,1549935441807.0,1.001,474.133,45.0,2.0,3.0,2.333,1.0,1.667,1.0
1549935443789,11099,15002,26146,31242,24007,42781,648285,51273,1,15,1549935442808.0,0.981,475.114,50.0,2.0,3.0,2.333,1.0,1.667,1.0
1549935444791,11715,52118,16203,9713,12833,20628,379627,134830,1,15,1549935443789.0,1.002,476.116,50.0,2.0,3.0,2.333,1.0,1.667,1.0
1549935445799,45725,79764,64152,20751,16841,13885,1104465,344677,1,15,1549935444791.0,1.008,477.124,50.0,2.0,3.0,2.333,1.0,1.667,1.0
