timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid,new_timestamp,trans_time,new_trans_time,seconds,arousal,valence,happy,angry,nervous,sad
1.5529E+12,1704,999,813,197,326,227,78758,22054,1,27,1.5529E+12,0.962,246.732,5,4.333,2.333,1.333,1,2.333,1
1.5529E+12,6204,4074,10619,6057,2593,1895,67053,57664,1,27,1.5529E+12,1.001,247.733,5,4.333,2.333,1.333,1,2.333,1
1.5529E+12,34846,10511,9823,9831,3528,3160,717134,54400,1,27,1.5529E+12,1.024,248.757,5,4.333,2.333,1.333,1,2.333,1
1.5529E+12,3641,2709,2931,1667,1371,1605,76068,11833,1,27,1.5529E+12,0.984,249.741,5,4.333,2.333,1.333,1,2.333,1
1.5529E+12,4196,6432,5464,3511,2217,4469,56406,40724,1,27,1.5529E+12,0.984,250.725,5,4.333,2.333,1.333,1,2.333,1
1.5529E+12,16504,4184,9436,33817,13825,9835,158468,89017,1,27,1.5529E+12,1.097,251.822,10,4.333,2.333,1.333,1,2.333,1
1.5529E+12,24054,8335,3924,2943,2967,3473,203216,123121,1,27,1.5529E+12,0.888,252.71,10,4.333,2.333,1.333,1,2.333,1
1.5529E+12,4505,5964,6222,5639,1303,2951,26625,54879,1,27,1.5529E+12,0.997,253.707,10,4.333,2.333,1.333,1,2.333,1
1.5529E+12,3843,2383,1645,1670,1180,1609,129747,7510,1,27,1.5529E+12,1.023,254.73,10,4.333,2.333,1.333,1,2.333,1
1.5529E+12,31895,33637,10465,38329,5786,9146,76224,27924,1,27,1.5529E+12,0.967,255.697,10,4.333,2.333,1.333,1,2.333,1
1.5529E+12,10757,13858,3549,6770,2683,2543,495230,11775,1,27,1.5529E+12,1.001,256.698,10,4.333,2.333,1.333,1,2.333,1
1.5529E+12,12414,37232,14308,13119,12538,19365,696335,260328,1,27,1.5529E+12,0.981,257.679,10,4.333,2.333,1.333,1,2.333,1
1.5529E+12,9857,2743,4438,2788,1543,5334,108494,32651,1,27,1.5529E+12,0.996,258.675,15,4,2.333,1.333,1,2.667,1
1.5529E+12,3445,7654,1306,5545,491,964,103916,13328,1,27,1.5529E+12,1.142,259.817,15,4,2.333,1.333,1,2.667,1
1.5529E+12,15000,8015,5286,8007,2789,5920,344357,40225,1,27,1.5529E+12,0.861,260.678,15,4,2.333,1.333,1,2.667,1
1.5529E+12,4654,5729,3819,5316,1777,2380,127513,34412,1,27,1.5529E+12,1.009,261.687,15,4,2.333,1.333,1,2.667,1
1.5529E+12,208,1179,648,750,217,186,80824,9829,1,27,1.5529E+12,0.978,262.665,15,4,2.333,1.333,1,2.667,1
1.5529E+12,5320,5287,15441,11276,5523,10807,2020338,60382,1,27,1.5529E+12,0.982,263.647,15,4,2.333,1.333,1,2.667,1
1.5529E+12,5660,1190,6817,4922,1158,3118,148095,65576,1,27,1.5529E+12,1.018,264.665,20,4,2.333,1.333,1,2.667,1
1.5529E+12,31333,7462,9067,7176,3952,8044,251435,237146,1,27,1.5529E+12,0.986,265.651,20,4,2.333,1.333,1,2.667,1
1.5529E+12,25240,55125,30290,15386,24750,19128,3343262,245147,1,27,1.5529E+12,1.007,266.658,20,4,2.333,1.333,1,2.667,1
1.5529E+12,63297,123854,26182,20282,10986,7719,851348,700729,1,27,1.5529E+12,1.079,267.737,20,4,2.333,1.333,1,2.667,1
1.5529E+12,5609,40135,7537,5182,14086,5787,57642,42964,1,27,1.5529E+12,0.908,268.645,20,4,2.333,1.333,1,2.667,1
1.5529E+12,1993,6271,3125,3028,2594,1278,81716,15925,1,27,1.5529E+12,0.991,269.636,20,4,2.333,1.333,1,2.667,1
1.5529E+12,1506,6774,2199,979,1281,2752,231617,13511,1,27,1.5529E+12,0.983,270.619,25,4.333,2.333,1.333,1,2.667,1
1.5529E+12,2026,10314,7787,4781,4734,5704,6704,17549,1,27,1.5529E+12,1.003,271.622,25,4.333,2.333,1.333,1,2.667,1
1.5529E+12,2614,5798,1866,932,657,1619,13993,3772,1,27,1.5529E+12,1.053,272.675,25,4.333,2.333,1.333,1,2.667,1
1.5529E+12,2724,1939,916,2110,1077,1283,34492,11425,1,27,1.5529E+12,0.943,273.618,25,4.333,2.333,1.333,1,2.667,1
1.5529E+12,1339,4082,1494,1316,412,943,63694,48121,1,27,1.5529E+12,0.992,274.61,25,4.333,2.333,1.333,1,2.667,1
1.5529E+12,2261,2310,1382,2380,1054,483,245509,7348,1,27,1.5529E+12,0.979,275.589,25,4.333,2.333,1.333,1,2.667,1
1.5529E+12,5792,14892,2883,11365,1442,2695,16344,14600,1,27,1.5529E+12,1.021,276.61,30,4,2.333,1.333,1,3,1
1.5529E+12,9057,3261,8664,6870,1293,2355,1894,22868,1,27,1.5529E+12,0.965,277.575,30,4,2.333,1.333,1,3,1
1.5529E+12,2117,2108,3350,1940,794,672,62416,11289,1,27,1.5529E+12,1.002,278.577,30,4,2.333,1.333,1,3,1
1.5529E+12,8484,18163,5098,12608,2167,2498,62335,40734,1,27,1.5529E+12,1.002,279.579,30,4,2.333,1.333,1,3,1
1.5529E+12,2826,9740,4816,4144,1466,1357,63612,26627,1,27,1.5529E+12,1.079,280.658,30,4,2.333,1.333,1,3,1
1.5529E+12,3735,1051,1485,2673,727,1343,99239,69054,1,27,1.5529E+12,0.925,281.583,30,4,2.333,1.333,1,3,1
1.5529E+12,2465,1168,2069,2106,1558,2028,57481,9736,1,27,1.5529E+12,0.996,282.579,35,4.333,2,1.333,1,3,1
1.5529E+12,6634,15712,6177,1242,2359,10758,297601,51454,1,27,1.5529E+12,0.968,283.547,35,4.333,2,1.333,1,3,1
1.5529E+12,4419,5526,2736,1859,1614,1401,79163,14437,1,27,1.5529E+12,1.003,284.55,35,4.333,2,1.333,1,3,1
1.5529E+12,1648,2005,1569,2226,528,673,42853,4149,1,27,1.5529E+12,1,285.55,35,4.333,2,1.333,1,3,1
1.5529E+12,6328,5455,6615,8010,4007,4198,85667,43768,1,27,1.5529E+12,0.982,286.532,35,4.333,2,1.333,1,3,1
1.5529E+12,2267,14284,6350,2922,5048,4691,634748,19979,1,27,1.5529E+12,1.018,287.55,35,4.333,2,1.333,1,3,1
1.5529E+12,3666,18341,3620,6211,4713,3306,210213,36779,1,27,1.5529E+12,1.07,288.62,40,4,2.667,1.333,1,2.667,1
1.5529E+12,12440,52323,18999,13916,2202,9406,110360,104318,1,27,1.5529E+12,0.896,289.516,40,4,2.667,1.333,1,2.667,1
1.5529E+12,2911,298,903,527,501,1487,99982,10193,1,27,1.5529E+12,1.002,290.518,40,4,2.667,1.333,1,2.667,1
