timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid,new_timestamp,trans_time,new_trans_time,seconds,arousal,valence,happy,angry,nervous,sad
1552633669266,3859,5248,7045,3410,2958,2778,111313,13671,1,25,1552633668251.0,1.015,212.185,5.0,2.333,3.333,1.333,1.0,1.333,1.0
1552633670234,27338,52743,74983,36904,14429,11050,1864439,160854,1,25,1552633669266.0,0.968,213.153,5.0,2.333,3.333,1.333,1.0,1.333,1.0
1552633671235,31131,10447,14840,3947,12284,21427,648296,286591,1,25,1552633670234.0,1.001,214.154,5.0,2.333,3.333,1.333,1.0,1.333,1.0
1552633672231,23619,139081,12051,21136,13276,36753,452288,72617,1,25,1552633671235.0,0.996,215.15,5.0,2.333,3.333,1.333,1.0,1.333,1.0
1552633673238,19477,6956,9577,6854,5126,16857,780087,62860,1,25,1552633672231.0,1.007,216.157,5.0,2.333,3.333,1.333,1.0,1.333,1.0
1552633674223,38130,94903,21407,30014,35685,55636,1861910,126777,1,25,1552633673238.0,0.985,217.142,5.0,2.333,3.333,1.333,1.0,1.333,1.0
1552633675207,7315,16748,10602,5068,4923,12929,1755144,44697,1,25,1552633674223.0,0.984,218.126,10.0,2.333,3.0,1.333,1.0,1.333,1.0
1552633676238,8521,11794,8775,17475,8795,11331,1440911,64372,1,25,1552633675207.0,1.031,219.157,10.0,2.333,3.0,1.333,1.0,1.333,1.0
1552633677215,10582,463,21470,22691,7824,10865,355554,75146,1,25,1552633676238.0,0.977,220.134,10.0,2.333,3.0,1.333,1.0,1.333,1.0
1552633678201,27567,39593,81037,14150,26798,66167,2400878,349914,1,25,1552633677215.0,0.986,221.12,10.0,2.333,3.0,1.333,1.0,1.333,1.0
1552633679200,12324,48805,11873,8729,11102,6035,409791,141840,1,25,1552633678201.0,0.999,222.119,10.0,2.333,3.0,1.333,1.0,1.333,1.0
1552633680209,113582,98598,105590,37029,64759,125862,1748894,521341,1,25,1552633679200.0,1.009,223.128,10.0,2.333,3.0,1.333,1.0,1.333,1.0
1552633681190,5218,8567,9741,1755,1877,5660,251833,35870,1,25,1552633680209.0,0.981,224.109,15.0,2.333,3.0,1.333,1.0,1.333,1.0
1552633682205,1309,1583,1290,1154,1169,1302,67793,4855,1,25,1552633681190.0,1.015,225.124,15.0,2.333,3.0,1.333,1.0,1.333,1.0
1552633683190,87997,16417,16234,22193,26267,10080,1288893,115896,1,25,1552633682205.0,0.985,226.109,15.0,2.333,3.0,1.333,1.0,1.333,1.0
1552633684173,37715,188303,43542,44545,44319,93753,1467431,193759,1,25,1552633683190.0,0.983,227.092,15.0,2.333,3.0,1.333,1.0,1.333,1.0
1552633685177,11322,7647,9876,21052,11401,10538,1124471,82810,1,25,1552633684173.0,1.004,228.096,15.0,2.333,3.0,1.333,1.0,1.333,1.0
1552633686196,17605,11549,5628,5564,3260,5929,1077659,68425,1,25,1552633685177.0,1.019,229.115,15.0,2.333,3.0,1.333,1.0,1.333,1.0
1552633687178,5945,1890,2227,7252,1242,1672,422507,5670,1,25,1552633686196.0,0.982,230.097,20.0,2.333,3.0,1.333,1.0,1.333,1.0
1552633688191,53677,20494,13033,25794,40712,35418,1159623,94502,1,25,1552633687178.0,1.013,231.11,20.0,2.333,3.0,1.333,1.0,1.333,1.0
